,ts_code,name,limit_amount,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,industry
51,000885.SZ,城发环境,2,20160307,14.18,15.6,14.09,15.6,14.18,1.42,10.01,130062,192066.9487,公路
52,600706.SH,曲江文旅,2,20160307,17.95,19.69,17.95,19.69,17.9,1.79,10.0,188325,354643.934,旅游服务
53,300052.SZ,中青宝,2,20160308,21.5,24.63,20.15,24.63,22.39,2.24,10.0,464834,1035410.0179,互联网
54,600193.SH,ST创兴,2,20160308,11.32,11.32,11.0,11.32,10.29,1.03,10.01,642174,725289.971,装修装饰
55,600058.SH,五矿发展,2,20160308,16.8,17.3,16.0,17.3,15.73,1.57,9.98,611085,1014083.489,商贸代理
56,000045.SZ,深纺织A,2,20160308,11.8,12.54,11.38,12.54,11.4,1.14,10.0,303775,363022.2605,元器件
57,000785.SZ,居然之家,2,20160308,10.37,10.91,10.37,10.91,9.92,0.99,9.98,200249,214714.1851,百货
58,600623.SH,华谊集团,2,20160308,20.11,20.6,19.01,20.6,18.73,1.87,9.98,208984,418271.021,汽车配件
59,601969.SH,海南矿业,2,20160308,13.38,13.38,13.38,13.38,12.16,1.22,10.03,38131,51019.291,普钢
60,002752.SZ,昇兴股份,2,20160314,24.79,24.79,24.6,24.79,22.54,2.25,9.98,64553,160014.0871,广告包装
61,300399.SZ,天利科技,2,20160314,38.6,38.6,38.6,38.6,35.09,3.51,10.0,22413,86515.145,互联网
62,300465.SZ,高伟达,2,20160314,55.04,57.9,55.01,57.9,52.64,5.26,9.99,44936,256028.9723,软件服务
63,300469.SZ,信息发展,2,20160314,99.6,104.91,98.02,104.91,95.37,9.54,10.0,21256,217858.193,软件服务
64,300222.SZ,科大智能,2,20160317,19.39,21.55,19.03,21.55,19.59,1.96,10.01,407206,838332.5336,电气设备
65,600883.SH,博闻科技,2,20160317,14.28,14.89,14.0,14.89,13.54,1.35,9.97,223971,328215.373,水泥
66,300222.SZ,科大智能,3,20160318,22.5,23.71,22.06,23.71,21.55,2.16,10.02,266298,617000.1787,电气设备
67,600883.SH,博闻科技,3,20160318,14.9,16.38,14.68,16.38,14.89,1.49,10.01,269702,423141.683,水泥
68,300222.SZ,科大智能,4,20160321,26.06,26.08,25.52,26.08,23.71,2.37,10.0,132257,344528.1032,电气设备
69,000909.SZ,数源科技,4,20160322,19.02,19.02,19.02,19.02,17.29,1.73,10.01,33575,63859.9543,综合类
70,000909.SZ,数源科技,5,20160323,20.11,20.92,19.63,20.92,19.02,1.9,9.99,700989,1427066.4075,综合类
71,300264.SZ,佳创视讯,5,20160324,27.53,27.53,27.53,27.53,25.03,2.5,9.99,18322,50440.7413,通信设备
72,002323.SZ,*ST雅博,2,20160325,35.43,35.43,35.43,35.43,32.21,3.22,10.0,2507,8883.0096,建筑工程
73,002323.SZ,*ST雅博,3,20160328,38.97,38.97,38.97,38.97,35.43,3.54,9.99,11076,43166.2117,建筑工程
0,000534.SZ,万泽股份,2,20160330,11.2,12.17,11.2,12.17,11.06,1.11,10.04,248577,291008.0122,生物制药
1,601880.SH,大连港,2,20160330,5.7,6.08,5.41,6.08,5.53,0.55,9.95,2369435,1355952.986,港口
2,000534.SZ,万泽股份,3,20160331,13.39,13.39,12.84,13.39,12.17,1.22,10.02,563803,747338.6065,生物制药
3,601880.SH,大连港,3,20160331,6.3,6.69,6.2,6.69,6.08,0.61,10.03,1335357,864739.253,港口
4,601608.SH,中信重工,2,20160401,5.7,6.01,5.62,6.01,5.46,0.55,10.07,850292,500832.182,专用机械
5,601608.SH,中信重工,3,20160405,6.61,6.61,6.51,6.61,6.01,0.6,9.98,620597,409913.93,专用机械
6,601608.SH,中信重工,4,20160406,7.0,7.27,6.89,7.27,6.61,0.66,9.98,3166296,2258092.536,专用机械
7,600671.SH,*ST目药,2,20160408,29.1,32.91,29.08,32.91,29.92,2.99,9.99,61798,195107.748,中成药
8,300141.SZ,和顺电气,2,20160411,28.19,31.28,28.0,31.28,28.44,2.84,9.99,223164,670332.5834,电气设备
9,002788.SZ,鹭燕医药,2,20160411,54.4,60.95,53.77,60.95,55.41,5.54,10.0,144124,820684.6234,医药商业
10,300506.SZ,名家汇,2,20160412,38.8,38.82,38.1,38.82,35.29,3.53,10.0,135519,525599.9793,建筑工程
11,002275.SZ,桂林三金,2,20160412,20.94,20.94,20.94,20.94,19.04,1.9,9.98,60434,126550.2618,中成药
12,002522.SZ,浙江众成,2,20160412,15.23,16.04,15.11,16.04,14.58,1.46,10.01,797586,1259882.901,塑料
13,300506.SZ,名家汇,3,20160413,39.0,42.7,37.76,42.7,38.82,3.88,9.99,149178,601923.5908,建筑工程
14,300506.SZ,名家汇,4,20160414,45.3,46.97,44.0,46.97,42.7,4.27,10.0,66467,303986.2575,建筑工程
15,600233.SH,圆通速递,2,20160415,40.4,40.46,39.6,40.46,36.78,3.68,10.01,196532,794625.239,仓储物流
16,000829.SZ,天音控股,2,20160418,13.44,13.44,13.44,13.44,12.22,1.22,9.98,34471,46330.1933,其他商业
17,600157.SH,*ST永泰,2,20160418,4.39,4.83,4.32,4.83,4.39,0.44,10.02,2959993,1398305.417,火力发电
18,000829.SZ,天音控股,3,20160419,14.78,14.78,14.78,14.78,13.44,1.34,9.97,15307,22623.9529,其他商业
19,000829.SZ,天音控股,4,20160420,16.26,16.26,16.26,16.26,14.78,1.48,10.01,318385,517694.888,其他商业
20,002600.SZ,领益智造,2,20160421,9.98,10.85,9.88,10.85,9.86,0.99,10.04,873891,907352.9596,元器件
21,002043.SZ,兔宝宝,2,20160421,13.99,14.97,13.78,14.97,13.61,1.36,9.99,1343894,1960593.177,其他建材
22,002610.SZ,爱康科技,2,20160425,13.35,13.35,13.35,13.35,12.14,1.21,9.97,89445,119409.2886,电气设备
23,002610.SZ,爱康科技,3,20160426,14.69,14.69,14.69,14.69,13.35,1.34,10.04,89830,131960.7107,电气设备
24,002610.SZ,爱康科技,4,20160427,16.16,16.16,16.16,16.16,14.69,1.47,10.01,128673,207935.6003,电气设备
25,300466.SZ,赛摩智能,2,20160429,28.85,30.16,28.38,30.16,27.42,2.74,9.99,195508,578778.4215,电器仪表
26,002106.SZ,莱宝高科,2,20160429,9.69,10.36,9.56,10.36,9.42,0.94,9.98,685349,686842.2395,元器件
27,603399.SH,吉翔股份,2,20160503,9.9,11.18,9.8,11.18,10.16,1.02,10.04,191202,201303.776,小金属
28,000799.SZ,酒鬼酒,2,20160504,19.67,19.67,19.67,19.67,17.88,1.79,10.01,127524,250840.1211,白酒
29,300327.SZ,中颖电子,2,20160504,49.06,52.16,48.0,52.16,47.42,4.74,10.0,88947,449963.4946,半导体
30,300466.SZ,赛摩智能,2,20160505,35.0,37.87,35.0,37.87,34.43,3.44,9.99,312585,1160404.5074,电器仪表
31,300476.SZ,胜宏科技,2,20160505,24.58,25.77,24.33,25.77,23.43,2.34,9.99,206497,517880.0974,元器件
32,300476.SZ,胜宏科技,3,20160506,27.99,28.35,27.2,28.35,25.77,2.58,10.01,547744,1535981.9067,元器件
33,600429.SH,三元股份,2,20160511,8.2,8.71,7.96,8.71,7.92,0.79,9.97,379502,314653.576,乳制品
34,300340.SZ,科恒股份,2,20160512,31.55,34.73,30.0,34.73,31.57,3.16,10.01,183717,598385.752,元器件
35,300340.SZ,科恒股份,3,20160513,36.49,38.2,36.01,38.2,34.73,3.47,9.99,123638,464859.906,元器件
36,300340.SZ,科恒股份,4,20160516,40.5,42.02,37.2,42.02,38.2,3.82,10.0,349618,1396242.0823,元器件
37,600367.SH,红星发展,3,20160517,12.33,12.33,11.81,12.33,11.21,1.12,9.99,528397,644945.381,化工原料
38,600232.SH,金鹰股份,4,20160519,12.0,13.11,11.92,13.11,11.92,1.19,9.98,475427,613111.984,纺织
39,000795.SZ,英洛华,2,20160520,7.49,7.89,7.26,7.89,7.17,0.72,10.04,2082599,1595548.61,矿物制品
40,300127.SZ,银河磁体,2,20160520,20.28,21.66,19.93,21.66,19.69,1.97,10.01,165194,345643.5795,元器件
41,600460.SH,士兰微,2,20160520,6.25,6.66,6.14,6.66,6.05,0.61,10.08,922013,591009.605,半导体
42,002057.SZ,中钢天源,2,20160520,13.6,14.83,13.48,14.83,13.48,1.35,10.01,348924,501534.0241,元器件
43,603996.SH,*ST中新,2,20160520,25.44,26.97,25.25,26.97,24.52,2.45,9.99,193518,504712.807,家用电器
44,002326.SZ,永太科技,2,20160520,14.89,15.84,14.55,15.84,14.4,1.44,10.0,502675,769125.8475,化工原料
45,002297.SZ,博云新材,2,20160523,11.63,12.43,11.6,12.43,11.3,1.13,10.0,251546,301072.8334,矿物制品
46,002664.SZ,长鹰信质,2,20160523,28.98,30.69,28.44,30.69,27.9,2.79,10.0,184282,554281.8387,汽车配件
47,300368.SZ,汇金股份,2,20160523,24.81,26.48,24.0,26.48,24.07,2.41,10.01,566558,1418240.0753,IT设备
48,300405.SZ,科隆股份,2,20160523,41.65,43.47,41.6,43.47,39.52,3.95,9.99,39641,170186.8831,化工原料
49,300134.SZ,大富科技,2,20160523,25.25,25.25,25.25,25.25,22.95,2.3,10.02,42019,106099.187,通信设备
50,002793.SZ,罗欣药业,2,20160526,47.0,52.46,46.53,52.46,47.69,4.77,10.0,121416,599433.7285,化学制药
51,000798.SZ,中水渔业,2,20160526,13.33,14.66,12.98,14.66,13.33,1.33,9.98,434954,599155.8131,渔业
52,600980.SH,北矿科技,2,20160527,26.8,28.09,26.68,28.09,25.54,2.55,9.98,153479,421028.568,元器件
53,300503.SZ,昊志机电,2,20160530,48.3,51.3,48.3,51.3,46.64,4.66,9.99,90820,451251.7766,机械基件
54,300503.SZ,昊志机电,3,20160531,53.0,56.43,50.57,56.43,51.3,5.13,10.0,69787,369095.143,机械基件
55,300256.SZ,星星科技,2,20160601,13.5,14.22,13.46,14.22,12.93,1.29,9.98,311568,435060.1423,元器件
56,300083.SZ,创世纪,2,20160601,9.42,10.09,9.39,10.09,9.17,0.92,10.03,1259711,1241450.2066,元器件
57,300082.SZ,奥克股份,2,20160601,7.06,7.06,7.06,7.06,6.42,0.64,9.97,52012,36720.6485,化工原料
58,300312.SZ,邦讯技术,2,20160601,17.27,18.1,17.03,18.1,16.45,1.65,10.03,172304,304438.6286,通信设备
59,002264.SZ,新华都,2,20160601,8.81,9.69,8.76,9.69,8.81,0.88,9.99,735205,675833.328,超市连锁
60,300377.SZ,赢时胜,2,20160601,45.34,45.34,45.34,45.34,41.22,4.12,10.0,156223,708319.5707,软件服务
61,300348.SZ,长亮科技,2,20160601,28.51,28.51,28.51,28.51,25.92,2.59,9.99,17321,49384.7654,软件服务
62,600870.SH,ST厦华,2,20160601,9.63,9.63,9.63,9.63,8.75,0.88,10.06,32229,31037.057,家用电器
63,300082.SZ,奥克股份,3,20160602,7.77,7.77,7.62,7.77,7.06,0.71,10.06,344501,267598.0703,化工原料
64,300256.SZ,星星科技,3,20160602,15.28,15.64,15.27,15.64,14.22,1.42,9.99,323534,502738.9249,元器件
65,300348.SZ,长亮科技,3,20160602,30.55,31.36,29.25,31.36,28.51,2.85,10.0,293890,892867.0843,软件服务
66,300082.SZ,奥克股份,4,20160603,8.2,8.55,7.79,8.55,7.77,0.78,10.04,699861,570466.7973,化工原料
67,300348.SZ,长亮科技,4,20160603,32.0,34.5,31.8,34.5,31.36,3.14,10.01,142792,479683.7573,软件服务
68,002150.SZ,通润装备,2,20160606,13.75,14.73,13.01,14.73,13.39,1.34,10.01,194184,271270.2642,机械基件
69,603339.SH,四方科技,2,20160606,43.0,46.06,42.2,46.06,41.87,4.19,10.01,326669,1449235.119,专用机械
70,603600.SH,永艺股份,2,20160606,52.6,56.97,52.01,56.97,51.79,5.18,10.0,83759,458274.442,家居用品
71,603806.SH,福斯特,2,20160606,42.6,45.9,42.6,45.9,41.73,4.17,9.99,156850,699131.417,塑料
72,603339.SH,四方科技,3,20160607,46.08,50.67,44.02,50.67,46.06,4.61,10.01,275175,1311985.919,专用机械
73,002150.SZ,通润装备,3,20160607,14.73,16.2,14.16,16.2,14.73,1.47,9.98,189758,289889.8142,机械基件
74,002533.SZ,金杯电工,3,20160608,13.89,13.89,12.82,13.89,12.63,1.26,9.98,1391821,1881109.645,电气设备
0,600571.SH,信雅达,2,20160614,50.85,50.85,49.8,50.85,46.23,4.62,9.99,136940,695675.746,软件服务
1,002245.SZ,蔚蓝锂芯,2,20160615,12.5,13.99,12.46,13.99,12.72,1.27,9.98,726626,961994.2396,仓储物流
2,002112.SZ,三变科技,2,20160615,21.03,21.03,21.03,21.03,19.12,1.91,9.99,28868,60710.098,电气设备
3,002723.SZ,金莱特,2,20160615,23.39,25.06,23.01,25.06,22.78,2.28,10.01,114648,279094.2445,家用电器
4,300153.SZ,科泰电源,2,20160615,25.8,26.51,25.8,26.51,24.1,2.41,10.0,50793,133415.648,电气设备
5,000980.SZ,*ST众泰,2,20160615,10.6,11.74,10.5,11.74,10.67,1.07,10.03,830334,935282.0699,汽车配件
6,300507.SZ,苏奥传感,2,20160615,95.67,105.24,95.67,105.24,95.67,9.57,10.0,53269,541135.2577,汽车配件
7,300340.SZ,科恒股份,2,20160615,68.45,72.6,67.3,72.6,66.0,6.6,10.0,124631,869557.4534,元器件
8,600206.SH,有研新材,2,20160615,13.0,13.74,12.66,13.74,12.49,1.25,10.01,1020699,1343885.489,半导体
9,300153.SZ,科泰电源,3,20160616,29.16,29.16,29.16,29.16,26.51,2.65,10.0,23257,67817.7036,电气设备
10,002112.SZ,三变科技,3,20160616,23.13,23.13,23.13,23.13,21.03,2.1,9.99,4894,11320.7935,电气设备
11,002112.SZ,三变科技,4,20160617,25.44,25.44,25.44,25.44,23.13,2.31,9.99,23643,60149.2421,电气设备
12,600714.SH,金瑞矿业,2,20160620,11.45,12.6,11.03,12.6,11.45,1.15,10.04,214816,258651.941,化工原料
13,300508.SZ,维宏股份,2,20160620,198.0,212.36,190.63,212.36,193.05,19.31,10.0,40309,823366.8703,软件服务
14,300492.SZ,华图山鼎,2,20160620,47.6,51.03,47.0,51.03,46.39,4.64,10.0,50535,248584.8395,建筑工程
15,002352.SZ,顺丰控股,2,20160621,38.0,43.29,37.78,43.29,39.35,3.94,10.01,420131,1735463.1347,仓储物流
16,002703.SZ,浙江世宝,2,20160622,26.9,28.27,26.71,28.27,25.7,2.57,10.0,132200,363915.5693,汽车配件
17,300140.SZ,中环装备,2,20160622,19.37,21.18,19.32,21.18,19.25,1.93,10.03,253347,513155.2968,环境保护
18,002798.SZ,帝欧家居,2,20160622,82.49,84.65,80.86,84.65,76.95,7.7,10.01,145426,1214633.1977,家居用品
19,600241.SH,*ST时万,2,20160622,19.0,20.6,18.65,20.6,18.73,1.87,9.98,440619,856397.175,商贸代理
20,002703.SZ,浙江世宝,3,20160623,31.0,31.1,29.29,31.1,28.27,2.83,10.01,337522,1031639.9498,汽车配件
21,300349.SZ,金卡智能,3,20160624,33.38,36.94,32.75,36.94,33.58,3.36,10.01,217797,753447.5681,软件服务
22,300066.SZ,三川智慧,3,20160624,8.5,9.03,8.39,9.03,8.21,0.82,9.99,1963989,1718951.5068,电器仪表
23,000025.SZ,特力A,3,20160627,64.2,67.2,63.5,67.2,61.09,6.11,10.0,152734,1010821.9852,汽车服务
24,000025.SZ,特力A,4,20160628,73.0,73.92,71.24,73.92,67.2,6.72,10.0,96836,710608.1614,汽车服务
25,300019.SZ,硅宝科技,3,20160629,17.2,17.2,16.9,17.2,15.64,1.56,9.97,81498,140102.6397,化工原料
26,002796.SZ,世嘉科技,2,20160704,88.05,96.5,88.05,96.5,87.73,8.77,10.0,96982,896389.1698,通信设备
27,000603.SZ,盛达资源,2,20160704,21.9,22.12,21.9,22.12,20.11,2.01,10.0,154169,340331.8482,铅锌
28,300221.SZ,银禧科技,2,20160704,24.7,24.71,24.02,24.71,22.46,2.25,10.02,145282,357712.8138,塑料
29,000603.SZ,盛达资源,3,20160705,23.88,24.33,23.11,24.33,22.12,2.21,9.99,615071,1464988.0228,铅锌
30,002716.SZ,*ST金贵,3,20160706,23.75,26.35,23.5,26.35,23.95,2.4,10.02,543946,1373896.5317,小金属
31,002766.SZ,ST索菱,3,20160706,38.4,38.4,38.4,38.4,34.91,3.49,10.0,27117,104131.3536,汽车配件
32,002766.SZ,ST索菱,4,20160707,41.0,42.24,40.2,42.24,38.4,3.84,10.0,342440,1436167.6438,汽车配件
33,000758.SZ,中色股份,2,20160708,9.95,10.24,9.68,10.24,9.31,0.93,9.99,4151708,4185753.7798,铅锌
34,300464.SZ,星徽精密,2,20160708,24.1,25.67,24.05,25.67,23.34,2.33,9.98,158873,394691.2579,机械基件
35,000519.SZ,中兵红箭,2,20160711,15.11,16.08,15.0,16.08,14.62,1.46,9.99,609529,954681.7053,矿物制品
36,002753.SZ,永东股份,2,20160712,29.88,32.66,29.0,32.66,29.69,2.97,10.0,106924,333371.7864,化工原料
37,603166.SH,福达股份,2,20160712,23.75,26.77,23.06,26.77,24.34,2.43,9.98,259503,644285.197,汽车配件
38,002696.SZ,百洋股份,2,20160712,21.47,22.98,20.24,22.98,20.9,2.08,9.95,185792,394203.3784,渔业
39,002110.SZ,三钢闽光,2,20160713,7.18,7.82,7.12,7.82,7.11,0.71,9.99,500492,377312.7119,普钢
40,000785.SZ,居然之家,2,20160713,13.48,14.87,13.34,14.87,13.52,1.35,9.99,337559,471957.8235,百货
41,002504.SZ,弘高创意,2,20160714,10.9,11.42,10.7,11.42,10.38,1.04,10.02,668550,744526.0313,装修装饰
42,300076.SZ,GQY视讯,2,20160714,16.8,16.98,16.51,16.98,15.44,1.54,9.97,342158,574932.0878,IT设备
43,002314.SZ,南山控股,2,20160719,7.51,7.51,7.51,7.51,6.83,0.68,9.96,13770,10341.3977,区域地产
44,002314.SZ,南山控股,3,20160720,8.26,8.26,8.26,8.26,7.51,0.75,9.99,2133,1762.1058,区域地产
45,002248.SZ,华东数控,2,20160721,13.12,14.47,12.89,14.47,13.15,1.32,10.04,595416,813518.0121,机床制造
46,000813.SZ,德展健康,2,20160726,13.99,15.02,13.81,15.02,13.65,1.37,10.04,104676,152463.4205,化学制药
47,600097.SH,开创国际,2,20160728,19.38,19.92,18.69,19.92,18.11,1.81,9.99,424230,823761.882,渔业
48,600149.SH,ST坊展,2,20160802,15.88,17.78,15.7,17.78,16.16,1.62,10.02,615570,1043664.875,综合类
49,600919.SH,江苏银行,2,20160802,7.52,9.03,7.52,9.03,6.27,2.76,44.02,106694,95460.009,银行
50,600149.SH,ST坊展,3,20160803,18.08,19.56,18.07,19.56,17.78,1.78,10.01,620712,1180363.445,综合类
51,600919.SH,江苏银行,3,20160803,9.93,9.93,9.93,9.93,9.03,0.9,9.97,80270,79708.418,银行
52,600919.SH,江苏银行,4,20160804,10.92,10.92,10.92,10.92,9.93,0.99,9.97,54760,59798.706,银行
53,600919.SH,江苏银行,5,20160805,12.01,12.01,11.2,12.01,10.92,1.09,9.98,5469613,6432869.098,银行
54,000918.SZ,嘉凯城,3,20160808,8.92,9.7,8.83,9.7,8.82,0.88,9.98,1515067,1442632.1739,全国地产
55,000932.SZ,华菱钢铁,2,20160810,4.8,5.27,4.73,5.27,4.79,0.48,10.02,1623514,824662.3709,普钢
56,002802.SZ,洪汇新材,2,20160810,74.2,81.17,74.2,81.17,73.79,7.38,10.0,95901,738531.7205,化工原料
57,002647.SZ,仁东控股,2,20160810,27.95,29.63,27.95,29.63,26.94,2.69,9.99,117082,337711.3279,多元金融
58,000002.SZ,万科A,2,20160815,23.45,25.06,23.41,25.06,22.78,2.28,10.01,3231106,7854928.0298,全国地产
59,603861.SH,白云电器,2,20160815,35.02,37.71,35.02,37.71,34.28,3.43,10.01,189785,697242.319,电气设备
60,600149.SH,ST坊展,2,20160815,29.0,29.6,28.72,29.6,26.91,2.69,10.0,472181,1387413.771,综合类
61,000402.SZ,金融街,2,20160815,12.11,12.91,12.0,12.91,11.74,1.17,9.97,1935329,2441159.8588,全国地产
62,600241.SH,*ST时万,2,20160815,18.64,19.07,17.94,19.07,17.34,1.73,9.98,255086,474271.373,商贸代理
63,002647.SZ,仁东控股,2,20160815,36.84,37.87,36.08,37.87,34.43,3.44,9.99,128691,482098.349,多元金融
64,600606.SH,绿地控股,2,20160815,10.19,10.8,10.18,10.8,9.82,0.98,9.98,2736557,2902852.306,全国地产
65,000918.SZ,嘉凯城,2,20160815,10.31,10.91,10.29,10.91,9.92,0.99,9.98,1719132,1844493.0612,全国地产
66,600383.SH,金地集团,2,20160815,12.13,12.14,11.88,12.14,11.04,1.1,9.96,787909,955765.455,全国地产
67,000002.SZ,万科A,3,20160816,26.51,27.57,26.11,27.57,25.06,2.51,10.02,3334780,9013552.3924,全国地产
68,000918.SZ,嘉凯城,3,20160816,10.92,12.0,10.92,12.0,10.91,1.09,9.99,1841806,2143179.496,全国地产
69,600149.SH,ST坊展,3,20160816,31.08,32.56,30.9,32.56,29.6,2.96,10.0,368970,1181351.017,综合类
70,000638.SZ,万方发展,3,20160817,23.56,24.64,22.5,24.64,22.4,2.24,10.0,621201,1481362.9096,软件服务
71,000019.SZ,深粮控股,3,20160818,17.27,18.87,17.11,18.87,17.15,1.72,10.03,884742,1589644.3741,其他商业
72,600187.SH,国中水务,3,20160819,6.13,6.13,6.13,6.13,5.57,0.56,10.05,144412,88525.034,水务
73,002611.SZ,东方精工,3,20160819,13.11,13.11,13.11,13.11,11.92,1.19,9.98,2586,3390.246,轻工机械
74,000652.SZ,泰达股份,3,20160819,6.5,6.61,6.36,6.61,6.01,0.6,9.98,741708,485180.3672,批发业
75,000736.SZ,中交地产,3,20160819,20.57,22.45,20.37,22.45,20.41,2.04,10.0,178842,390585.313,全国地产
76,000885.SZ,城发环境,3,20160819,22.59,22.59,20.9,22.59,20.54,2.05,9.98,158507,353377.2817,公路
0,002611.SZ,东方精工,4,20160822,14.42,14.42,14.42,14.42,13.11,1.31,9.99,7803,11252.0846,轻工机械
1,002611.SZ,东方精工,5,20160823,15.8,15.86,14.42,15.86,14.42,1.44,9.99,640567,976034.0834,轻工机械
2,603778.SH,乾景园林,2,20160824,28.31,30.6,28.09,30.6,27.82,2.78,9.99,220932,664449.94,建筑工程
3,000595.SZ,*ST宝实,2,20160825,12.0,13.2,11.8,13.2,12.0,1.2,10.0,587992,744225.647,机械基件
4,002695.SZ,煌上煌,2,20160825,71.5,78.35,69.8,78.35,71.23,7.12,10.0,215691,1608848.7701,食品
5,600353.SH,旭光电子,2,20160825,11.57,12.74,11.25,12.74,11.58,1.16,10.02,535912,652016.829,元器件
6,600353.SH,旭光电子,3,20160826,12.55,14.01,12.23,14.01,12.74,1.27,9.97,636623,842083.194,元器件
7,600853.SH,龙建股份,2,20160829,6.3,6.61,6.3,6.61,6.01,0.6,9.98,931027,605261.25,建筑工程
8,603988.SH,中电电机,2,20160829,56.1,60.45,55.61,60.45,54.95,5.5,10.01,91134,533498.33,电气设备
9,300237.SZ,美晨生态,2,20160829,14.25,15.31,13.94,15.31,13.92,1.39,9.99,326509,476299.1133,建筑工程
10,002755.SZ,奥赛康,2,20160829,43.0,45.87,42.03,45.87,41.7,4.17,10.0,117761,534660.0332,化学制药
11,300520.SZ,科大国创,2,20160831,132.08,145.56,129.44,145.56,132.33,13.23,10.0,62053,850376.8069,软件服务
12,002515.SZ,金字火腿,2,20160831,15.22,16.21,14.98,16.21,14.74,1.47,9.97,769423,1206249.9182,食品
13,603515.SH,欧普照明,2,20160901,46.1,50.71,46.1,50.71,46.1,4.61,10.0,325603,1592180.774,电气设备
14,603988.SH,中电电机,2,20160901,62.88,71.12,62.65,71.12,64.65,6.47,10.01,54534,369548.607,电气设备
15,002319.SZ,*ST乐通,2,20160902,19.01,19.01,19.01,19.01,17.28,1.73,10.01,5644,10729.7383,染料涂料
16,002319.SZ,*ST乐通,3,20160905,20.91,20.91,20.91,20.91,19.01,1.9,9.99,6532,13660.1475,染料涂料
17,002647.SZ,仁东控股,2,20160906,42.0,45.14,41.11,45.14,41.04,4.1,9.99,160752,686838.2263,多元金融
18,002265.SZ,西仪股份,2,20160906,15.8,17.61,15.68,17.61,16.01,1.6,9.99,367724,625306.1058,汽车配件
19,002755.SZ,奥赛康,2,20160906,51.5,56.35,50.29,56.35,51.23,5.12,9.99,103616,549698.4798,化学制药
20,002449.SZ,国星光电,2,20160907,16.2,16.59,16.2,16.59,15.08,1.51,10.01,234603,387556.5522,半导体
21,603568.SH,伟明环保,2,20160907,28.9,29.02,27.8,29.02,26.38,2.64,10.01,164151,469446.562,环境保护
22,300355.SZ,蒙草生态,2,20160907,10.0,10.89,9.99,10.89,9.9,0.99,10.0,1218159,1271928.0007,环境保护
23,603616.SH,韩建河山,2,20160908,17.0,17.62,16.51,17.62,16.02,1.6,9.99,391340,673891.505,其他建材
24,000791.SZ,甘肃电投,2,20160908,16.12,17.73,16.0,17.73,16.12,1.61,9.99,306113,525217.1408,水力发电
25,600126.SH,杭钢股份,2,20160909,8.59,8.59,8.25,8.59,7.81,0.78,9.99,330666,281829.066,普钢
26,600506.SH,香梨股份,2,20160909,28.01,29.61,28.01,29.61,26.92,2.69,9.99,39537,116146.357,种植业
27,000935.SZ,四川双马,2,20160909,16.2,16.46,15.77,16.46,14.96,1.5,10.03,202857,331361.3611,水泥
28,000935.SZ,四川双马,3,20160912,16.7,18.11,16.58,18.11,16.46,1.65,10.02,211663,372501.6202,水泥
29,000935.SZ,四川双马,4,20160913,19.89,19.92,19.89,19.92,18.11,1.81,9.99,68010,135348.4664,水泥
30,000678.SZ,襄阳轴承,2,20160914,10.2,10.2,10.2,10.2,9.27,0.93,10.03,72830,74287.0998,机械基件
31,603268.SH,松发股份,2,20160919,59.41,64.49,57.6,64.49,58.63,5.86,9.99,123879,754582.931,陶瓷
32,603031.SH,安德利,2,20160919,69.23,73.91,69.23,73.91,67.19,6.72,10.0,82052,591954.589,百货
33,002755.SZ,奥赛康,2,20160921,59.38,65.16,56.0,65.16,59.24,5.92,9.99,87988,546354.828,化学制药
34,000935.SZ,四川双马,5,20160922,21.91,21.91,21.05,21.91,19.92,1.99,9.99,91080,198593.5182,水泥
35,000004.SZ,国华网安,2,20160923,38.51,40.51,37.82,40.51,36.83,3.68,9.99,135002,528898.0418,互联网
36,000656.SZ,金科股份,2,20160923,5.31,5.31,5.2,5.31,4.83,0.48,9.94,4868773,2583618.2067,区域地产
37,002614.SZ,奥佳华,2,20160927,15.48,16.8,14.9,16.8,15.27,1.53,10.02,664437,1044344.6247,医疗保健
38,000912.SZ,泸天化,2,20160929,8.65,9.21,8.6,9.21,8.37,0.84,10.04,213009,189950.3191,农药化肥
39,000912.SZ,泸天化,3,20160930,10.13,10.13,10.13,10.13,9.21,0.92,9.99,165515,167667.1509,农药化肥
40,000757.SZ,浩物股份,2,20161010,10.09,10.59,9.83,10.59,9.63,0.96,9.97,761977,773588.0607,汽车配件
41,000757.SZ,浩物股份,3,20161011,11.19,11.65,11.18,11.65,10.59,1.06,10.01,287679,327088.6513,汽车配件
42,603999.SH,读者传媒,3,20161012,39.46,43.76,38.91,43.76,39.78,3.98,10.01,229790,967684.31,出版业
43,000567.SZ,海德股份,2,20161013,39.12,40.9,39.12,40.9,37.18,3.72,10.01,205804,834483.8719,多元金融
44,601038.SH,一拖股份,2,20161013,11.55,12.57,11.45,12.57,11.43,1.14,9.97,610507,739179.938,农用机械
45,000534.SZ,万泽股份,2,20161013,18.19,19.36,17.8,19.36,17.6,1.76,10.0,425462,790331.2616,生物制药
46,600620.SH,天宸股份,2,20161013,16.98,18.13,16.66,18.13,16.48,1.65,10.01,220494,387544.862,综合类
47,600657.SH,信达地产,2,20161014,6.43,6.84,6.4,6.84,6.22,0.62,9.97,1399078,940909.018,全国地产
