,ts_code,name,limit_amount,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,industry
50,600517.SH,国网英大,2,20171102,7.39,8.0,7.21,8.0,7.27,0.73,10.04,777092,584352.362,电气设备
51,603559.SH,中通国脉,2,20171106,43.8,48.62,42.7,48.62,44.2,4.42,10.0,183732,849162.587,通信设备
52,300706.SZ,阿石创,2,20171106,91.28,95.45,91.11,95.45,86.77,8.68,10.0,41037,383283.153,元器件
53,300706.SZ,阿石创,3,20171107,100.3,105.0,98.7,105.0,95.45,9.55,10.01,99954,1029495.182,元器件
54,002687.SZ,乔治白,2,20171108,8.39,8.66,8.3,8.66,7.87,0.79,10.04,267383,229168.402,服饰
55,300360.SZ,炬华科技,2,20171108,15.55,15.55,15.55,15.55,14.14,1.41,9.97,124043,192887.72,电器仪表
56,002886.SZ,沃特股份,2,20171108,43.5,44.92,42.73,44.92,40.84,4.08,9.99,80628,357691.378,塑料
57,000839.SZ,中信国安,2,20171108,12.79,13.76,12.51,13.76,12.51,1.25,9.99,5240865,6972085.262,综合类
58,600807.SH,济南高新,2,20171108,13.62,14.47,13.62,14.47,13.15,1.32,10.04,1159955,1636601.236,区域地产
59,603938.SH,三孚股份,2,20171109,34.5,38.68,34.18,38.68,35.16,3.52,10.01,158162,572851.433,化工原料
60,603501.SH,韦尔股份,2,20171110,38.83,43.42,38.83,43.42,39.47,3.95,10.01,154225,652221.006,半导体
61,603690.SH,至纯科技,2,20171110,25.11,26.66,24.5,26.66,24.24,2.42,9.98,80014,205487.174,专用机械
62,300619.SZ,金银河,2,20171113,69.0,72.48,66.9,72.48,65.89,6.59,10.0,69106,481532.728,专用机械
63,603729.SH,龙韵股份,2,20171113,89.5,93.81,86.13,93.81,85.28,8.53,10.0,39864,365013.163,广告包装
64,603937.SH,丽岛新材,2,20171114,27.61,29.6,27.55,29.6,26.91,2.69,10.0,325761,944701.579,铝
65,603937.SH,丽岛新材,3,20171115,27.01,32.56,27.0,32.56,29.6,2.96,10.0,316236,933990.653,铝
0,300313.SZ,天山生物,2,20171116,12.5,13.41,12.43,13.41,12.19,1.22,10.01,152032,198097.749,农业综合
1,300520.SZ,科大国创,2,20171120,34.38,37.82,33.72,37.82,34.38,3.44,10.01,276682,981425.946,软件服务
2,002619.SZ,艾格拉斯,2,20171120,7.19,7.71,7.15,7.71,7.01,0.7,9.99,511298,385204.962,互联网
3,002619.SZ,艾格拉斯,3,20171121,7.95,8.48,7.71,8.48,7.71,0.77,9.99,561560,458039.458,互联网
4,002214.SZ,大立科技,2,20171122,7.85,8.39,7.71,8.39,7.63,0.76,9.96,177461,143615.292,电器仪表
5,002214.SZ,大立科技,3,20171123,8.9,9.23,8.68,9.23,8.39,0.84,10.01,596769,543267.015,电器仪表
6,002302.SZ,西部建设,2,20171128,14.8,16.23,14.7,16.23,14.75,1.48,10.03,437127,677600.315,水泥
7,002302.SZ,西部建设,3,20171129,17.12,17.85,16.52,17.85,16.23,1.62,9.98,522562,903759.472,水泥
8,603970.SH,中农立华,2,20171130,29.34,32.51,28.99,32.51,29.55,2.96,10.02,163407,497378.804,其他商业
9,002839.SZ,张家港行,2,20171130,10.73,11.8,10.61,11.8,10.73,1.07,9.97,452738,506603.013,银行
10,002336.SZ,ST人乐,2,20171201,9.97,10.91,9.93,10.91,9.92,0.99,9.98,33353,35119.211,超市连锁
11,002895.SZ,川恒股份,2,20171206,24.65,26.9,24.44,26.9,24.45,2.45,10.02,155364,395028.479,化工原料
12,300725.SZ,药石科技,2,20171207,74.0,82.57,73.73,82.57,75.06,7.51,10.01,58869,462522.617,化学制药
13,300725.SZ,药石科技,3,20171208,85.0,90.83,85.0,90.83,82.57,8.26,10.0,37272,330214.504,化学制药
14,000759.SZ,中百集团,2,20171211,9.08,9.59,8.88,9.59,8.72,0.87,9.98,229519,212666.506,超市连锁
15,002264.SZ,新华都,2,20171211,10.96,11.44,10.88,11.44,10.4,1.04,10.0,921695,1036340.429,超市连锁
16,600520.SH,文一科技,2,20171212,20.44,20.44,19.7,20.44,18.58,1.86,10.01,82100,167130.422,机械基件
17,000504.SZ,ST生物,2,20171214,22.99,23.72,22.86,23.72,21.56,2.16,10.02,109728,255365.469,环境保护
18,600025.SH,华能水电,2,20171215,2.6,3.12,2.6,3.12,2.17,0.95,43.78,32424,10068.969,水力发电
19,000759.SZ,中百集团,2,20171215,10.8,11.37,10.45,11.37,10.34,1.03,9.96,495477,550295.311,超市连锁
20,600520.SH,文一科技,2,20171215,24.5,25.48,24.5,25.48,23.16,2.32,10.02,178260,450839.017,机械基件
21,600025.SH,华能水电,3,20171218,3.43,3.43,3.43,3.43,3.12,0.31,9.94,19238,6598.919,水力发电
22,600025.SH,华能水电,4,20171219,3.77,3.77,3.77,3.77,3.43,0.34,9.91,23685,8929.354,水力发电
23,600025.SH,华能水电,5,20171220,4.15,4.15,4.15,4.15,3.77,0.38,10.08,39273,16298.498,水力发电
24,600025.SH,华能水电,6,20171221,4.57,4.57,4.28,4.57,4.15,0.42,10.12,7544678,3381055.1,水力发电
25,600025.SH,华能水电,7,20171222,4.6,5.03,4.57,5.03,4.57,0.46,10.07,4045537,1933577.545,水力发电
26,600903.SH,贵州燃气,4,20171225,13.35,13.94,13.1,13.94,12.67,1.27,10.02,713719,974469.15,供气供热
27,600903.SH,贵州燃气,5,20171226,14.38,15.33,14.21,15.33,13.94,1.39,9.97,477955,711143.814,供气供热
28,600903.SH,贵州燃气,6,20171227,16.4,16.86,16.4,16.86,15.33,1.53,9.98,402280,674568.046,供气供热
29,603363.SH,傲农生物,4,20171228,17.49,18.35,16.91,18.35,16.68,1.67,10.01,361002,630628.889,饲料
30,600903.SH,贵州燃气,7,20180102,16.01,18.55,15.64,18.55,16.86,1.69,10.02,438406,736602.229,供气供热
31,600903.SH,贵州燃气,8,20180103,19.07,20.41,18.66,20.41,18.55,1.86,10.03,769639,1531242.888,供气供热
32,000789.SZ,万年青,3,20180104,12.84,13.99,12.73,13.99,12.72,1.27,9.98,931626,1224060.18,水泥
33,601360.SH,三六零,3,20180104,61.0,61.19,59.6,61.19,55.63,5.56,9.99,70242,427732.585,互联网
34,300675.SZ,建科院,3,20180105,33.9,37.4,33.89,37.4,34.0,3.4,10.0,126457,460053.389,建筑工程
35,000732.SZ,泰禾集团,3,20180108,30.0,30.48,30.0,30.48,27.71,2.77,10.0,98228,298128.952,区域地产
36,000517.SZ,荣安地产,3,20180109,4.49,4.61,4.43,4.61,4.19,0.42,10.02,376767,171682.684,区域地产
37,002907.SZ,华森制药,3,20180109,28.15,29.16,27.31,29.16,26.51,2.65,10.0,134929,383120.662,化学制药
38,002907.SZ,华森制药,4,20180110,30.83,32.08,29.54,32.08,29.16,2.92,10.01,226554,702488.878,化学制药
39,000517.SZ,荣安地产,4,20180110,4.97,5.07,4.76,5.07,4.61,0.46,9.98,1562588,770095.811,区域地产
40,002907.SZ,华森制药,5,20180111,33.44,35.29,33.0,35.29,32.08,3.21,10.01,152027,522239.75,化学制药
41,300663.SZ,科蓝软件,3,20180112,27.0,28.67,27.0,28.67,26.06,2.61,10.02,85369,239191.914,软件服务
42,300542.SZ,新晨科技,3,20180112,44.45,44.45,44.45,44.45,40.41,4.04,10.0,16326,72572.048,软件服务
43,002235.SZ,安妮股份,3,20180112,14.92,14.92,14.92,14.92,13.56,1.36,10.03,88085,131423.073,互联网
44,600903.SH,贵州燃气,3,20180112,25.5,26.72,24.5,26.72,24.29,2.43,10.0,635615,1646314.524,供气供热
45,300663.SZ,科蓝软件,4,20180115,30.14,31.54,30.14,31.54,28.67,2.87,10.01,40178,124305.666,软件服务
46,300542.SZ,新晨科技,4,20180115,43.85,48.9,43.85,48.9,44.45,4.45,10.01,131342,609689.264,软件服务
47,000732.SZ,泰禾集团,4,20180115,33.53,33.53,32.58,33.53,30.48,3.05,10.01,293849,985118.38,区域地产
48,600903.SH,贵州燃气,4,20180115,27.89,29.39,27.89,29.39,26.72,2.67,9.99,367063,1064018.465,供气供热
49,600903.SH,贵州燃气,5,20180116,31.9,32.33,30.9,32.33,29.39,2.94,10.0,151800,487048.2,供气供热
50,000732.SZ,泰禾集团,5,20180116,34.48,36.88,34.23,36.88,33.53,3.35,9.99,563667,2036129.583,区域地产
51,300663.SZ,科蓝软件,5,20180116,34.69,34.69,33.11,34.69,31.54,3.15,9.99,158667,546906.976,软件服务
52,600093.SH,易见股份,5,20180116,18.63,18.63,18.59,18.63,16.94,1.69,9.98,367644,684911.979,仓储物流
53,300487.SZ,蓝晓科技,3,20180117,22.7,24.09,22.58,24.09,21.9,2.19,10.0,114929,270145.397,化工原料
54,300487.SZ,蓝晓科技,4,20180118,26.0,26.5,25.65,26.5,24.09,2.41,10.0,117203,309507.77,化工原料
55,300487.SZ,蓝晓科技,5,20180119,28.48,29.15,27.33,29.15,26.5,2.65,10.0,202578,576939.254,化工原料
56,300531.SZ,优博讯,2,20180122,18.02,19.44,17.9,19.44,17.67,1.77,10.02,161062,299407.171,软件服务
57,603009.SH,北特科技,2,20180122,10.87,11.53,10.7,11.53,10.48,1.05,10.02,173070,194853.399,汽车配件
58,000532.SZ,华金资本,2,20180122,11.33,12.1,11.2,12.1,11.0,1.1,10.0,184138,213456.779,多元金融
59,300226.SZ,上海钢联,2,20180122,51.01,53.98,50.23,53.98,49.07,4.91,10.01,78656,408946.513,互联网
60,000801.SZ,四川九洲,2,20180122,6.43,6.77,6.3,6.77,6.15,0.62,10.08,678424,448954.182,通信设备
61,300107.SZ,建新股份,2,20180123,8.7,9.26,8.48,9.26,8.42,0.84,9.98,515668,458364.837,化工原料
62,300109.SZ,新开源,2,20180123,35.95,38.13,35.7,38.13,34.66,3.47,10.01,69824,261613.378,化工原料
63,603016.SH,新宏泰,2,20180123,26.73,28.47,26.66,28.47,25.88,2.59,10.01,66477,183968.332,电气设备
64,000608.SZ,阳光股份,2,20180123,7.72,7.72,7.72,7.72,7.02,0.7,9.97,38806,29958.787,区域地产
65,300107.SZ,建新股份,3,20180124,9.85,10.19,9.4,10.19,9.26,0.93,10.04,546471,539986.768,化工原料
66,300109.SZ,新开源,3,20180124,39.95,41.94,38.1,41.94,38.13,3.81,9.99,72742,295238.354,化工原料
67,000608.SZ,阳光股份,3,20180124,8.49,8.49,8.49,8.49,7.72,0.77,9.97,112890,95844.195,区域地产
68,300561.SZ,汇金科技,2,20180125,46.5,48.0,45.15,48.0,43.64,4.36,9.99,97834,460371.623,软件服务
0,300487.SZ,蓝晓科技,6,20180126,30.0,32.07,29.5,32.07,29.15,2.92,10.02,117654,368739.299,化工原料
1,002016.SZ,世荣兆业,2,20180129,13.9,14.51,13.63,14.51,13.19,1.32,10.01,607096,870082.5,区域地产
2,002190.SZ,成飞集成,2,20180129,21.9,23.39,21.75,23.39,21.26,2.13,10.02,129432,295182.268,汽车配件
3,002016.SZ,世荣兆业,3,20180130,14.7,15.96,14.56,15.96,14.51,1.45,9.99,529757,825188.76,区域地产
4,603058.SH,永吉股份,2,20180131,19.3,20.98,19.1,20.98,19.07,1.91,10.02,210931,427131.216,广告包装
5,601086.SH,国芳集团,2,20180131,11.55,11.87,11.2,11.87,10.79,1.08,10.01,542930,635424.665,百货
6,603058.SH,永吉股份,3,20180201,21.91,23.08,21.91,23.08,20.98,2.1,10.01,189329,433658.786,广告包装
7,603499.SH,翔港科技,2,20180202,31.0,34.22,29.94,34.22,31.11,3.11,10.0,99829,329020.922,广告包装
8,603356.SH,华菱精工,2,20180202,28.0,28.66,27.83,28.66,26.05,2.61,10.02,72113,205484.831,机械基件
9,601360.SH,三六零,2,20180205,55.0,60.53,53.88,60.53,55.03,5.5,9.99,360255,2099216.627,互联网
10,600740.SH,山西焦化,2,20180205,14.2,15.08,14.05,15.08,13.71,1.37,9.99,1230806,1799050.549,焦炭加工
11,000816.SZ,智慧农业,2,20180206,2.62,2.85,2.56,2.85,2.59,0.26,10.04,599099,165783.116,农用机械
12,000816.SZ,智慧农业,3,20180207,3.03,3.14,2.95,3.14,2.85,0.29,10.18,530123,162568.155,农用机械
13,002532.SZ,天山铝业,2,20180208,6.55,6.6,6.38,6.6,6.0,0.6,10.0,101795,66725.846,铝
14,300065.SZ,海兰信,2,20180208,12.74,13.51,12.54,13.51,12.28,1.23,10.02,139143,181897.137,软件服务
15,603895.SH,天永智能,2,20180208,42.5,48.35,41.51,48.35,43.95,4.4,10.01,103428,456344.396,专用机械
16,603895.SH,天永智能,3,20180209,46.48,53.19,46.01,53.19,48.35,4.84,10.01,118511,601073.281,专用机械
17,300065.SZ,海兰信,3,20180209,13.98,14.86,13.2,14.86,13.51,1.35,9.99,275263,382447.067,软件服务
18,603895.SH,天永智能,4,20180212,58.5,58.51,56.91,58.51,53.19,5.32,10.0,34025,198937.346,专用机械
19,002192.SZ,*ST融捷,2,20180213,26.16,26.16,26.16,26.16,23.78,2.38,10.01,19098,49962.068,专用机械
20,600579.SH,克劳斯,2,20180214,8.49,9.35,8.44,9.35,8.5,0.85,10.0,40265,36435.363,化工机械
21,601360.SH,三六零,2,20180214,61.5,63.27,60.0,63.24,57.52,5.72,9.94,404613,2522157.113,互联网
22,600579.SH,克劳斯,3,20180222,9.97,10.29,9.9,10.29,9.35,0.94,10.05,27983,28340.593,化工机械
23,600579.SH,克劳斯,4,20180223,10.8,11.32,10.28,11.32,10.29,1.03,10.01,183854,196737.238,化工机械
24,603616.SH,韩建河山,3,20180226,14.0,14.74,13.32,14.74,13.4,1.34,10.0,289044,404649.458,其他建材
25,300487.SZ,蓝晓科技,3,20180226,28.0,29.28,27.17,29.28,26.62,2.66,9.99,347267,990040.132,化工原料
26,603616.SH,韩建河山,4,20180227,15.09,16.21,14.59,16.21,14.74,1.47,9.97,328150,508524.644,其他建材
27,300056.SZ,中创环保,3,20180228,6.78,7.02,6.63,7.02,6.38,0.64,10.03,91720,63374.824,环境保护
28,600903.SH,贵州燃气,4,20180301,26.55,28.34,24.47,28.34,25.76,2.58,10.02,585329,1584125.616,供气供热
29,002698.SZ,博实股份,2,20180302,11.44,12.08,11.33,12.08,10.98,1.1,10.02,309354,366633.814,化工机械
30,300624.SZ,万兴科技,2,20180302,52.37,55.03,52.3,55.03,50.03,5.0,9.99,106918,581711.195,软件服务
31,600577.SH,精达股份,2,20180302,4.73,4.73,4.52,4.73,4.3,0.43,10.0,1411166,662079.771,电气设备
32,002769.SZ,普路通,2,20180302,18.61,18.61,18.61,18.61,16.92,1.69,9.99,30351,56484.699,仓储物流
33,002232.SZ,启明信息,2,20180302,10.57,10.57,10.57,10.57,9.61,0.96,9.99,39972,42251.27,软件服务
34,300462.SZ,华铭智能,2,20180302,20.84,22.37,20.34,22.37,20.34,2.03,9.98,64999,138085.069,专用机械
35,000410.SZ,*ST沈机,2,20180302,11.56,11.56,11.11,11.56,10.51,1.05,9.99,658718,760858.803,机床制造
36,600577.SH,精达股份,3,20180305,5.08,5.2,5.04,5.2,4.73,0.47,9.94,2106804,1088987.042,电气设备
37,300462.SZ,华铭智能,3,20180305,23.5,24.61,22.23,24.61,22.37,2.24,10.01,63935,148886.514,专用机械
38,002769.SZ,普路通,3,20180305,20.47,20.47,19.66,20.47,18.61,1.86,9.99,437436,889923.14,仓储物流
39,002232.SZ,启明信息,3,20180305,11.63,11.63,11.01,11.62,10.57,1.05,9.93,357368,405518.096,软件服务
40,300624.SZ,万兴科技,3,20180305,56.17,60.53,55.0,60.53,55.03,5.5,9.99,98498,574397.888,软件服务
41,300624.SZ,万兴科技,4,20180306,64.0,66.58,62.22,66.58,60.53,6.05,10.0,77940,507014.338,软件服务
42,300624.SZ,万兴科技,5,20180307,71.29,73.24,69.99,73.24,66.58,6.66,10.0,78638,569505.318,软件服务
43,300624.SZ,万兴科技,6,20180308,79.97,80.56,78.0,80.56,73.24,7.32,9.99,19891,158992.697,软件服务
44,000790.SZ,华神科技,4,20180309,9.44,9.45,9.04,9.45,8.59,0.86,10.01,602527,562947.425,中成药
45,300344.SZ,太空智造,3,20180312,11.19,11.81,11.06,11.81,10.74,1.07,9.96,683782,786698.92,软件服务
46,600721.SH,ST百花,3,20180312,9.99,10.48,9.82,10.48,9.53,0.95,9.97,217451,224570.56,生物制药
47,300556.SZ,丝路视觉,3,20180312,26.79,26.79,26.75,26.79,24.35,2.44,10.02,87280,233824.294,软件服务
48,002226.SZ,江南化工,3,20180312,7.1,7.1,7.1,7.1,6.45,0.65,10.08,78959,56061.23,化工原料
49,300730.SZ,科创信息,3,20180312,44.97,44.97,43.51,44.97,40.88,4.09,10.0,59764,268670.882,软件服务
50,002927.SZ,泰永长征,5,20180313,53.01,55.21,50.7,55.21,50.19,5.02,10.0,158287,861380.953,电气设备
51,603506.SH,南都物业,2,20180314,40.88,43.44,40.44,43.44,39.49,3.95,10.0,135391,573361.298,房产服务
52,000151.SZ,中成股份,2,20180314,12.0,13.39,11.88,13.39,12.17,1.22,10.02,236391,295298.39,商贸代理
53,000151.SZ,中成股份,3,20180315,14.05,14.73,13.69,14.73,13.39,1.34,10.01,373097,533849.504,商贸代理
54,300624.SZ,万兴科技,7,20180316,88.62,88.62,88.62,88.62,80.56,8.06,10.01,7400,65578.8,软件服务
55,300624.SZ,万兴科技,8,20180319,97.46,97.48,95.0,97.48,88.62,8.86,10.0,43089,419048.75,软件服务
56,300624.SZ,万兴科技,9,20180320,102.0,107.23,99.69,107.23,97.48,9.75,10.0,78969,823599.543,软件服务
57,000151.SZ,中成股份,5,20180321,17.82,17.82,17.82,17.82,16.2,1.62,10.0,40418,72025.713,商贸代理
58,000151.SZ,中成股份,6,20180322,19.0,19.6,18.61,19.6,17.82,1.78,9.99,482337,923096.233,商贸代理
59,600689.SH,上海三毛,3,20180323,13.6,13.67,12.93,13.67,12.43,1.24,9.98,366028,495575.845,纺织
60,002265.SZ,西仪股份,3,20180323,16.0,16.95,15.88,16.95,15.41,1.54,9.99,437227,725702.533,汽车配件
61,603336.SH,宏辉果蔬,2,20180326,24.82,24.82,24.03,24.82,22.56,2.26,10.02,125167,309451.776,农业综合
62,000820.SZ,*ST节能,2,20180326,15.83,16.25,15.25,16.25,14.77,1.48,10.02,537609,855399.287,环境保护
63,300696.SZ,爱乐达,2,20180326,70.06,70.06,70.06,70.06,63.69,6.37,10.0,6783,47521.698,航空
64,300719.SZ,安达维尔,2,20180326,28.0,29.41,27.0,29.41,26.74,2.67,9.99,239309,686839.255,航空
65,603336.SH,宏辉果蔬,3,20180327,25.0,27.3,24.73,27.3,24.82,2.48,9.99,160931,411900.983,农业综合
66,000820.SZ,*ST节能,3,20180327,17.05,17.88,16.74,17.88,16.25,1.63,10.03,291484,507714.384,环境保护
67,300688.SZ,创业黑马,3,20180327,77.8,79.18,75.33,79.18,71.98,7.2,10.0,17347,135569.616,综合类
68,300696.SZ,爱乐达,3,20180327,74.0,77.07,72.53,77.07,70.06,7.01,10.01,40527,304955.109,航空
69,300719.SZ,安达维尔,3,20180327,29.49,32.35,28.8,32.35,29.41,2.94,10.0,183580,560295.391,航空
70,300726.SZ,宏达电子,3,20180328,33.54,33.54,33.54,33.54,30.49,3.05,10.0,73353,246028.745,元器件
71,002864.SZ,盘龙药业,3,20180328,50.98,52.58,49.7,52.58,47.8,4.78,10.0,151764,786111.439,中成药
72,300205.SZ,天喻信息,3,20180328,10.5,10.59,10.13,10.59,9.63,0.96,9.97,357358,372789.329,元器件
73,300249.SZ,依米康,3,20180329,8.4,9.26,8.3,9.26,8.42,0.84,9.98,429669,385448.91,软件服务
74,300667.SZ,必创科技,3,20180329,51.88,51.89,49.7,51.89,47.17,4.72,10.01,80451,413518.99,电器仪表
75,300667.SZ,必创科技,4,20180330,56.45,57.08,55.31,57.08,51.89,5.19,10.0,26055,147998.558,电器仪表
76,300667.SZ,必创科技,5,20180402,62.79,62.79,62.79,62.79,57.08,5.71,10.0,3982,25002.978,电器仪表
77,002864.SZ,盘龙药业,5,20180403,59.95,63.62,58.66,63.62,57.84,5.78,9.99,63373,389431.459,中成药
78,002864.SZ,盘龙药业,6,20180404,69.98,69.98,65.11,69.98,63.62,6.36,10.0,89913,623343.263,中成药
79,002864.SZ,盘龙药业,7,20180409,70.0,76.98,69.99,76.98,69.98,7.0,10.0,99248,736714.284,中成药
80,300670.SZ,大烨智能,5,20180410,34.5,36.2,34.5,36.2,32.91,3.29,10.0,185957,663184.11,电气设备
81,002888.SZ,惠威科技,4,20180411,38.16,41.51,37.59,41.51,37.74,3.77,9.99,125363,502600.372,元器件
82,603383.SH,顶点软件,4,20180412,70.0,71.5,68.0,71.5,65.0,6.5,10.0,129169,913468.546,软件服务
83,002908.SZ,德生科技,2,20180416,39.0,42.72,37.55,42.72,38.84,3.88,9.99,180860,719947.05,元器件
0,002908.SZ,德生科技,3,20180417,45.0,46.99,44.11,46.99,42.72,4.27,10.0,255325,1186758.348,元器件
1,002181.SZ,粤传媒,3,20180418,5.28,5.83,5.28,5.83,5.3,0.53,10.0,719360,410820.991,出版业
2,002806.SZ,华锋股份,3,20180419,23.3,23.3,23.3,23.3,21.18,2.12,10.01,9425,21962.16,元器件
3,002806.SZ,华锋股份,4,20180420,24.5,25.63,23.6,25.63,23.3,2.33,10.0,192022,484130.111,元器件
4,002806.SZ,华锋股份,5,20180423,28.19,28.19,27.66,28.19,25.63,2.56,9.99,114441,322527.82,元器件
5,002806.SZ,华锋股份,6,20180424,30.77,31.01,29.8,31.01,28.19,2.82,10.0,80137,246109.613,元器件
6,002052.SZ,*ST同洲,4,20180425,6.41,6.41,6.41,6.41,5.83,0.58,9.95,389706,249801.61,通信设备
7,300597.SZ,吉大通信,4,20180426,22.54,22.54,21.55,22.54,20.49,2.05,10.0,337853,752815.121,通信设备
8,002524.SZ,光正眼科,2,20180427,6.6,7.26,6.53,7.26,6.6,0.66,10.0,472736,328804.47,医疗保健
9,600476.SH,湘邮科技,2,20180427,18.08,18.94,18.0,18.94,17.22,1.72,9.99,65214,121065.331,软件服务
10,002795.SZ,永和智控,2,20180502,15.04,16.31,15.0,16.31,14.83,1.48,9.98,240569,386016.673,机械基件
11,300526.SZ,中潜股份,2,20180502,19.38,19.38,19.38,19.38,17.62,1.76,9.99,27848,53970.741,专用机械
12,002795.SZ,永和智控,3,20180503,16.65,17.94,16.34,17.94,16.31,1.63,9.99,92226,159350.363,机械基件
13,300526.SZ,中潜股份,3,20180503,19.36,21.32,19.0,21.32,19.38,1.94,10.01,196767,397910.601,专用机械
14,002795.SZ,永和智控,4,20180504,19.02,19.73,18.8,19.73,17.94,1.79,9.98,265419,519703.494,机械基件
15,002795.SZ,永和智控,5,20180507,21.7,21.7,21.7,21.7,19.73,1.97,9.98,71973,156182.929,机械基件
16,002795.SZ,永和智控,6,20180508,23.87,23.87,23.87,23.87,21.7,2.17,10.0,18398,43916.026,机械基件
17,300515.SZ,三德科技,4,20180509,15.0,16.1,14.26,16.1,14.64,1.46,9.97,343748,530848.03,电器仪表
18,300611.SZ,美力科技,4,20180509,18.28,18.28,18.28,18.28,16.62,1.66,9.99,20831,38079.068,机械基件
19,300522.SZ,世名科技,4,20180510,29.87,30.38,29.2,30.38,27.62,2.76,9.99,95943,290301.432,染料涂料
20,002795.SZ,永和智控,7,20180511,26.26,26.26,26.0,26.26,23.87,2.39,10.01,146836,385564.12,机械基件
21,002930.SZ,宏川智慧,4,20180514,41.53,41.53,38.0,41.53,37.75,3.78,10.01,302077,1227288.738,仓储物流
22,002931.SZ,锋龙股份,2,20180515,67.13,67.13,65.0,67.13,61.03,6.1,10.0,78588,527262.4,汽车配件
23,002806.SZ,华锋股份,3,20180516,46.0,49.27,43.5,49.27,44.79,4.48,10.0,149836,719686.242,元器件
24,002931.SZ,锋龙股份,3,20180516,67.0,73.84,64.0,73.84,67.13,6.71,10.0,172369,1190368.896,汽车配件
25,002930.SZ,宏川智慧,5,20180517,44.0,45.68,43.1,45.68,41.53,4.15,9.99,156655,706881.321,仓储物流
26,002930.SZ,宏川智慧,6,20180518,50.0,50.25,48.21,50.25,45.68,4.57,10.0,127970,639872.537,仓储物流
27,002930.SZ,宏川智慧,7,20180521,55.28,55.28,55.28,55.28,50.25,5.03,10.01,13670,75572.624,仓储物流
28,002930.SZ,宏川智慧,8,20180522,60.74,60.81,58.0,60.81,55.28,5.53,10.0,312005,1879111.826,仓储物流
29,300644.SZ,南京聚隆,5,20180523,71.83,71.83,67.28,71.83,65.3,6.53,10.0,78517,558456.38,塑料
30,300731.SZ,科创新源,3,20180524,45.95,51.73,45.3,51.73,47.03,4.7,9.99,80334,396002.124,橡胶
31,603800.SH,道森股份,5,20180525,21.99,21.99,21.99,21.99,19.99,2.0,10.01,19034,41856.866,专用机械
32,603800.SH,道森股份,6,20180528,22.79,24.19,22.0,24.19,21.99,2.2,10.0,248935,587636.996,专用机械
33,002758.SZ,华通医药,3,20180529,13.08,13.08,12.13,13.08,11.89,1.19,10.01,346976,446199.864,医药商业
34,300162.SZ,雷曼光电,3,20180529,10.9,10.9,10.9,10.9,9.91,0.99,9.99,70299,76626.149,元器件
35,300490.SZ,华自科技,3,20180530,16.8,19.6,16.22,19.6,17.82,1.78,9.99,259022,477362.573,电气设备
36,300490.SZ,华自科技,4,20180531,20.0,21.56,19.31,21.56,19.6,1.96,10.0,199328,420021.883,电气设备
37,002481.SZ,双塔食品,2,20180601,4.53,4.91,4.48,4.91,4.46,0.45,10.09,1397619,652616.887,食品
38,300486.SZ,东杰智能,2,20180604,20.53,21.78,20.25,21.78,19.8,1.98,10.0,132292,275913.557,专用机械
39,600579.SH,克劳斯,2,20180604,11.44,12.21,11.36,12.21,11.1,1.11,10.0,226985,269042.773,化工机械
40,603577.SH,汇金通,2,20180604,15.9,16.29,15.71,16.29,14.81,1.48,9.99,59565,95928.75,钢加工
41,002290.SZ,ST禾盛,2,20180605,13.75,14.38,13.75,14.38,13.07,1.31,10.02,56044,78417.692,家用电器
42,002799.SZ,环球印务,2,20180605,15.06,15.55,14.7,15.55,14.14,1.41,9.97,55837,85111.025,广告包装
43,300647.SZ,超频三,2,20180605,15.25,15.25,15.25,15.25,13.86,1.39,10.03,25566,38989.659,元器件
44,603386.SH,广东骏亚,2,20180605,23.57,25.93,23.01,25.93,23.57,2.36,10.01,320861,784783.589,元器件
45,300647.SZ,超频三,3,20180606,16.78,16.78,16.78,16.78,15.25,1.53,10.03,9827,16491.115,元器件
46,300647.SZ,超频三,4,20180607,16.8,18.46,16.18,18.46,16.78,1.68,10.01,372038,651558.24,元器件
47,300490.SZ,华自科技,5,20180608,23.72,23.72,23.72,23.72,21.56,2.16,10.02,19523,46309.504,电气设备
48,300647.SZ,超频三,5,20180608,17.84,20.31,17.11,20.31,18.46,1.85,10.02,334761,632439.157,元器件
49,002607.SZ,中公教育,3,20180611,12.49,12.49,12.2,12.49,11.35,1.14,10.04,572052,714276.556,文教休闲
50,002782.SZ,可立克,3,20180611,17.67,18.74,17.67,18.74,17.04,1.7,9.98,125186,228361.683,电气设备
51,002607.SZ,中公教育,4,20180612,12.55,13.74,12.12,13.74,12.49,1.25,10.01,1721656,2227117.684,文教休闲
52,002607.SZ,中公教育,5,20180613,15.11,15.11,14.51,15.11,13.74,1.37,9.97,1631853,2454607.315,文教休闲
53,000019.SZ,深粮控股,4,20180614,13.17,13.17,12.51,13.17,11.97,1.2,10.03,466744,610214.476,其他商业
54,002917.SZ,金奥博,2,20180615,35.52,36.93,35.52,36.93,33.57,3.36,10.01,139602,510170.12,化工原料
55,300139.SZ,晓程科技,2,20180615,8.23,8.84,7.98,8.84,8.04,0.8,9.95,576123,492441.625,元器件
56,300139.SZ,晓程科技,3,20180619,8.72,9.72,8.32,9.72,8.84,0.88,9.95,723059,671716.915,元器件
