,ts_code,name,limit_amount,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,industry,profits,sum
383,300056.SZ,中创环保,3,20180228,6.78,7.02,6.63,7.02,6.38,0.64,10.03,91720,63374.824,环境保护,-4.55,54.459999999999994
384,600903.SH,贵州燃气,4,20180301,26.55,28.34,24.47,28.34,25.76,2.58,10.02,585329,1584125.616,供气供热,-1.86,52.599999999999994
385,300624.SZ,万兴科技,4,20180306,64.0,66.58,62.22,66.58,60.53,6.05,10.0,77940,507014.338,软件服务,53.11,105.71
386,300624.SZ,万兴科技,5,20180307,71.29,73.24,69.99,73.24,66.58,6.66,10.0,78638,569505.318,软件服务,36.28,141.99
387,300624.SZ,万兴科技,6,20180308,79.97,80.56,78.0,80.56,73.24,7.32,9.99,19891,158992.697,软件服务,,
388,000790.SZ,华神科技,4,20180309,9.44,9.45,9.04,9.45,8.59,0.86,10.01,602527,562947.425,中成药,-6.8,135.19
389,002927.SZ,泰永长征,5,20180313,53.01,55.21,50.7,55.21,50.19,5.02,10.0,158287,861380.953,电气设备,-2.89,132.3
390,000151.SZ,中成股份,3,20180315,14.05,14.73,13.69,14.73,13.39,1.34,10.01,373097,533849.504,商贸代理,19.79,152.09
391,300624.SZ,万兴科技,7,20180316,88.62,88.62,88.62,88.62,80.56,8.06,10.01,7400,65578.8,软件服务,,
392,300624.SZ,万兴科技,8,20180319,97.46,97.48,95.0,97.48,88.62,8.86,10.0,43089,419048.75,软件服务,6.41,158.5
393,300624.SZ,万兴科技,9,20180320,102.0,107.23,99.69,107.23,97.48,9.75,10.0,78969,823599.543,软件服务,-4.15,154.35
394,000151.SZ,中成股份,5,20180321,17.82,17.82,17.82,17.82,16.2,1.62,10.0,40418,72025.713,商贸代理,-1.94,152.41
395,000151.SZ,中成股份,6,20180322,19.0,19.6,18.61,19.6,17.82,1.78,9.99,482337,923096.233,商贸代理,-10.54,141.87
396,300667.SZ,必创科技,4,20180330,56.45,57.08,55.31,57.08,51.89,5.19,10.0,26055,147998.55800000002,电器仪表,,
397,300667.SZ,必创科技,5,20180402,62.79,62.79,62.79,62.79,57.08,5.71,10.0,3982,25002.978,电器仪表,,
398,002864.SZ,盘龙药业,5,20180403,59.95,63.62,58.66,63.62,57.84,5.78,9.99,63373,389431.459,中成药,,
399,002864.SZ,盘龙药业,6,20180404,69.98,69.98,65.11,69.98,63.62,6.36,10.0,89913,623343.2629999999,中成药,4.67,146.54
400,002864.SZ,盘龙药业,7,20180409,70.0,76.98,69.99,76.98,69.98,7.0,10.0,99248,736714.2840000001,中成药,-8.57,137.97
401,300670.SZ,大烨智能,5,20180410,34.5,36.2,34.5,36.2,32.91,3.29,10.0,185957,663184.11,电气设备,-6.53,131.44
402,002888.SZ,惠威科技,4,20180411,38.16,41.51,37.59,41.51,37.74,3.77,9.99,125363,502600.37200000003,元器件,-14.83,116.61
403,603383.SH,顶点软件,4,20180412,70.0,71.5,68.0,71.5,65.0,6.5,10.0,129169,913468.546,软件服务,-18.66,97.95
404,002908.SZ,德生科技,2,20180416,39.0,42.72,37.55,42.72,38.84,3.88,9.99,180860,719947.05,元器件,-6.21,91.74000000000001
405,002908.SZ,德生科技,3,20180417,45.0,46.99,44.11,46.99,42.72,4.27,10.0,255325,1186758.348,元器件,-0.07,91.67000000000002
406,002181.SZ,粤传媒,3,20180418,5.28,5.83,5.28,5.83,5.3,0.53,10.0,719360,410820.99100000004,出版业,-13.72,77.95000000000002
407,002806.SZ,华锋股份,3,20180419,23.3,23.3,23.3,23.3,21.18,2.12,10.01,9425,21962.16,元器件,19.82,97.77000000000001
408,002806.SZ,华锋股份,4,20180420,24.5,25.63,23.6,25.63,23.3,2.33,10.0,192022,484130.11100000003,元器件,,
409,002806.SZ,华锋股份,5,20180423,28.19,28.19,27.66,28.19,25.63,2.56,9.99,114441,322527.82,元器件,5.53,103.30000000000001
410,002806.SZ,华锋股份,6,20180424,30.77,31.01,29.8,31.01,28.19,2.82,10.0,80137,246109.613,元器件,,
411,002052.SZ,*ST同洲,4,20180425,6.41,6.41,6.41,6.41,5.83,0.58,9.95,389706,249801.61,通信设备,-11.72,91.58000000000001
412,300597.SZ,吉大通信,4,20180426,22.54,22.54,21.55,22.54,20.49,2.05,10.0,337853,752815.1209999999,通信设备,-19.75,71.83000000000001
413,002795.SZ,永和智控,4,20180504,19.02,19.73,18.8,19.73,17.94,1.79,9.98,265419,519703.494,机械基件,,
414,002795.SZ,永和智控,5,20180507,21.7,21.7,21.7,21.7,19.73,1.97,9.98,71973,156182.929,机械基件,,
415,002795.SZ,永和智控,6,20180508,23.87,23.87,23.87,23.87,21.7,2.17,10.0,18398,43916.026,机械基件,,
416,300522.SZ,世名科技,4,20180510,29.87,30.38,29.2,30.38,27.62,2.76,9.99,95943,290301.432,染料涂料,-23.56,48.27000000000001
417,002795.SZ,永和智控,7,20180511,26.26,26.26,26.0,26.26,23.87,2.39,10.01,146836,385564.12,机械基件,-3.92,44.35000000000001
418,002930.SZ,宏川智慧,4,20180514,41.53,41.53,38.0,41.53,37.75,3.78,10.01,302077,1227288.738,仓储物流,8.23,52.58000000000001
419,002931.SZ,锋龙股份,2,20180515,67.13,67.13,65.0,67.13,61.03,6.1,10.0,78588,527262.4,汽车配件,-0.96,51.62000000000001
420,002930.SZ,宏川智慧,5,20180517,44.0,45.68,43.1,45.68,41.53,4.15,9.99,156655,706881.321,仓储物流,,
421,002930.SZ,宏川智慧,6,20180518,50.0,50.25,48.21,50.25,45.68,4.57,10.0,127970,639872.537,仓储物流,,
422,002930.SZ,宏川智慧,7,20180521,55.28,55.28,55.28,55.28,50.25,5.03,10.01,13670,75572.62400000001,仓储物流,,
423,002930.SZ,宏川智慧,8,20180522,60.74,60.81,58.0,60.81,55.28,5.53,10.0,312005,1879111.826,仓储物流,-3.39,48.23000000000001
424,300644.SZ,南京聚隆,5,20180523,71.83,71.83,67.28,71.83,65.3,6.53,10.0,78517,558456.38,塑料,,
425,300731.SZ,科创新源,3,20180524,45.95,51.73,45.3,51.73,47.03,4.7,9.99,80334,396002.124,橡胶,,
426,603800.SH,道森股份,5,20180525,21.99,21.99,21.99,21.99,19.99,2.0,10.01,19034,41856.866,专用机械,-1.65,46.58000000000001
427,603800.SH,道森股份,6,20180528,22.79,24.19,22.0,24.19,21.99,2.2,10.0,248935,587636.996,专用机械,-5.04,41.54000000000001
428,300490.SZ,华自科技,3,20180530,16.8,19.6,16.22,19.6,17.82,1.78,9.99,259022,477362.573,电气设备,4.8,46.34000000000001
429,300490.SZ,华自科技,4,20180531,20.0,21.56,19.31,21.56,19.6,1.96,10.0,199328,420021.883,电气设备,,
430,002481.SZ,双塔食品,2,20180601,4.53,4.91,4.48,4.91,4.46,0.45,10.09,1397619,652616.887,食品,-2.21,44.13000000000001
431,300647.SZ,超频三,3,20180606,16.78,16.78,16.78,16.78,15.25,1.53,10.03,9827,16491.115,元器件,1.0,45.13000000000001
432,300647.SZ,超频三,4,20180607,16.8,18.46,16.18,18.46,16.78,1.68,10.01,372038,651558.24,元器件,43.5,88.63000000000001
433,002607.SZ,中公教育,4,20180612,12.55,13.74,12.12,13.74,12.49,1.25,10.01,1721656,2227117.684,文教休闲,,
434,002607.SZ,中公教育,5,20180613,15.11,15.11,14.51,15.11,13.74,1.37,9.97,1631853,2454607.315,文教休闲,-10.81,77.82000000000001
435,000019.SZ,深粮控股,4,20180614,13.17,13.17,12.51,13.17,11.97,1.2,10.03,466744,610214.476,其他商业,-17.88,59.94000000000001
436,300139.SZ,晓程科技,3,20180619,8.72,9.72,8.32,9.72,8.84,0.88,9.95,723059,671716.915,元器件,-5.0,54.94000000000001
437,002684.SZ,ST猛狮,3,20180621,9.24,9.5,9.18,9.5,8.64,0.86,9.95,180252,169650.68899999998,电气设备,9.55,64.49000000000001
438,002684.SZ,ST猛狮,4,20180622,10.0,10.45,9.9,10.45,9.5,0.95,10.0,412126,425121.69299999997,电气设备,,
439,300647.SZ,超频三,4,20180625,26.76,26.76,26.64,26.76,24.33,2.43,9.99,188984,505663.895,元器件,13.99,78.48
440,300745.SZ,欣锐科技,6,20180702,90.29,90.29,90.29,90.29,82.08,8.21,10.0,7549,68163.532,汽车配件,,
441,300312.SZ,邦讯技术,4,20180703,9.66,9.66,9.66,9.66,8.78,0.88,10.02,72471,70007.411,通信设备,-4.52,73.96000000000001
442,300312.SZ,邦讯技术,5,20180704,10.0,10.63,9.86,10.63,9.66,0.97,10.04,517564,533334.507,通信设备,-14.44,59.52000000000001
443,002356.SZ,*ST赫美,4,20180706,19.0,19.47,18.4,19.47,17.7,1.77,10.0,79119,152688.858,其他商业,8.34,67.86000000000001
444,603045.SH,福达合金,4,20180709,73.47,73.47,73.47,73.47,66.79,6.68,10.0,2428,17844.394,电气设备,-7.43,60.430000000000014
445,603045.SH,福达合金,5,20180710,80.0,80.82,78.5,80.82,73.47,7.35,10.0,95129,764751.069,电气设备,-17.44,42.99000000000001
446,300390.SZ,天华超净,4,20180712,11.04,12.46,10.74,12.46,11.33,1.13,9.97,561063,669710.3,元器件,3.7,46.69000000000001
447,300390.SZ,天华超净,5,20180713,13.49,13.71,12.55,13.71,12.46,1.25,10.03,531057,713903.2370000001,元器件,-22.88,23.810000000000013
448,002243.SZ,通产丽星,4,20180717,7.81,7.81,7.68,7.81,7.1,0.71,10.0,127858,99841.40800000001,塑料,,
449,002243.SZ,通产丽星,5,20180718,8.59,8.59,8.42,8.59,7.81,0.78,9.99,159154,136576.05,塑料,-3.46,20.350000000000012
450,002243.SZ,通产丽星,6,20180719,8.8,9.45,8.29,9.45,8.59,0.86,10.01,632948,563802.81,塑料,11.93,32.280000000000015
451,300586.SZ,美联新材,3,20180720,20.2,20.98,20.1,20.98,19.07,1.91,10.0157,161316,334299.271,化工原料,-18.27,14.010000000000016
452,002628.SZ,成都路桥,3,20180723,5.16,5.45,4.9,5.45,4.95,0.5,10.101,606090,320775.753,建筑工程,,
453,002628.SZ,成都路桥,4,20180724,6.0,6.0,6.0,6.0,5.45,0.55,10.0917,48696,29217.75,建筑工程,,
454,002628.SZ,成都路桥,5,20180725,6.6,6.6,6.6,6.6,6.0,0.6,10.0,31046,20490.775,建筑工程,,
455,002628.SZ,成都路桥,6,20180726,7.26,7.26,7.26,7.26,6.6,0.66,10.0,31180,22636.839,建筑工程,4.87,18.880000000000017
456,000509.SZ,*ST华塑,4,20180730,3.62,3.62,3.51,3.62,3.29,0.33,10.0304,996421,359969.276,医疗保健,-1.28,17.600000000000016
457,300240.SZ,飞力达,3,20180803,8.46,8.46,7.95,8.46,7.69,0.77,10.013,331003,275633.365,仓储物流,-6.35,11.250000000000016
458,002700.SZ,ST浩源,3,20180806,9.06,9.75,8.7,9.75,8.86,0.89,10.0451,358261,339774.471,供气供热,20.3,31.55000000000002
459,002700.SZ,ST浩源,4,20180807,9.2,10.73,9.2,10.73,9.75,0.98,10.0513,338137,342853.13899999997,供气供热,-5.0,26.55000000000002
460,002700.SZ,ST浩源,5,20180808,11.6,11.8,10.43,11.8,10.73,1.07,9.972000000000001,353577,403279.70399999997,供气供热,-1.66,24.89000000000002
461,300392.SZ,腾信股份,4,20180810,8.99,8.99,8.99,8.99,8.17,0.82,10.0367,43521,39125.864,互联网,-4.0,20.89000000000002
462,300392.SZ,腾信股份,5,20180813,9.71,9.89,9.35,9.89,8.99,0.9,10.0111,433455,423151.51,互联网,-9.85,11.040000000000019
463,300310.SZ,宜通世纪,3,20180815,5.78,6.39,5.67,6.39,5.81,0.58,9.9828,1322487,820267.605,通信设备,-12.68,-1.639999999999981
464,002348.SZ,高乐股份,3,20180817,4.71,4.88,4.4,4.88,4.44,0.44,9.9099,1156692,551584.794,文教休闲,-14.71,-16.34999999999998
465,300542.SZ,新晨科技,3,20180821,16.57,18.25,16.57,18.25,16.59,1.66,10.006,141808,245792.048,软件服务,-7.51,-23.859999999999978
466,603032.SH,德新交运,3,20180822,13.66,14.27,13.66,14.27,12.97,1.3,10.0231,162843,229941.223,公路,0.91,-22.949999999999978
467,603032.SH,德新交运,4,20180823,14.77,15.7,13.5,15.7,14.27,1.43,10.021,224807,330189.928,公路,2.49,-20.45999999999998
468,603032.SH,德新交运,5,20180824,15.67,17.27,15.1,17.27,15.7,1.57,10.0,207961,343646.768,公路,-2.87,-23.32999999999998
469,300399.SZ,天利科技,4,20180827,12.21,13.89,12.19,13.89,12.63,1.26,9.9762,164258,214966.83899999998,互联网,-12.96,-36.28999999999998
470,603032.SH,德新交运,2,20180830,17.79,19.25,17.68,19.25,17.5,1.75,10.0,300938,560090.047,公路,7.51,-28.77999999999998
471,603032.SH,德新交运,3,20180831,19.0,21.18,18.6,21.18,19.25,1.93,10.026,292850,591454.716,公路,-8.84,-37.619999999999976
472,000669.SZ,*ST金鸿,3,20180903,5.49,5.71,5.33,5.71,5.19,0.52,10.0193,618344,348367.66799999995,供气供热,8.25,-29.369999999999976
473,000669.SZ,*ST金鸿,4,20180904,5.93,6.28,5.93,6.28,5.71,0.57,9.9825,498001,305657.126,供气供热,8.82,-20.549999999999976
474,300411.SZ,金盾股份,4,20180906,9.56,9.94,9.35,9.94,9.04,0.9,9.9558,432939,421732.24700000003,专用机械,2.62,-17.929999999999975
475,300411.SZ,金盾股份,5,20180907,10.05,10.93,9.94,10.93,9.94,0.99,9.9598,517079,546620.345,专用机械,3.14,-14.789999999999974
476,600903.SH,贵州燃气,3,20180910,22.55,24.21,22.54,24.21,22.01,2.2,9.9955,409620,970660.3520000001,供气供热,-10.93,-25.719999999999974
477,002692.SZ,ST远程,3,20180911,4.26,4.39,4.26,4.39,3.99,0.4,10.0251,135186,58976.695999999996,电气设备,-0.25,-25.969999999999974
478,002692.SZ,ST远程,4,20180912,4.49,4.83,4.17,4.83,4.39,0.44,10.0228,659207,305414.779,电气设备,-0.94,-26.909999999999975
479,300023.SZ,宝德股份,4,20180914,7.2,7.33,7.06,7.33,6.66,0.67,10.0601,205513,149864.351,专用机械,20.35,-6.559999999999974
480,300023.SZ,宝德股份,5,20180917,7.73,8.06,7.51,8.06,7.33,0.73,9.9591,271023,212765.445,专用机械,14.33,7.770000000000026
481,300023.SZ,宝德股份,6,20180918,8.13,8.87,8.01,8.87,8.06,0.81,10.0496,236282,201053.705,专用机械,,
482,300092.SZ,科新机电,4,20180920,8.68,9.02,8.67,9.02,8.2,0.82,10.0,349459,310119.021,专用机械,-14.47,-6.699999999999974
483,603917.SH,合力科技,3,20180925,17.6,17.66,16.68,17.66,16.05,1.61,10.0312,77104,134972.747,汽车配件,-8.75,-15.449999999999974
484,002113.SZ,*ST天润,3,20180926,4.06,4.38,3.95,4.38,3.98,0.4,10.0503,720720,303524.99,互联网,4.05,-11.399999999999974
485,002113.SZ,*ST天润,4,20180927,4.5,4.82,4.48,4.82,4.38,0.44,10.0457,1189176,556118.669,互联网,-3.42,-14.819999999999974
486,002931.SZ,锋龙股份,5,20181010,44.44,46.99,44.44,46.99,42.72,4.27,9.9953,72326,336615.00700000004,汽车配件,-5.32,-20.139999999999972
487,300670.SZ,大烨智能,3,20181011,15.66,17.01,15.06,17.01,15.46,1.55,10.0259,250050,406045.477,电气设备,9.45,-10.689999999999973
488,300670.SZ,大烨智能,4,20181012,17.66,18.71,17.18,18.71,17.01,1.7,9.9941,173188,313639.965,电气设备,-3.61,-14.299999999999972
489,300670.SZ,大烨智能,5,20181015,20.29,20.58,19.66,20.58,18.71,1.87,9.9947,119698,242909.313,电气设备,-4.48,-18.779999999999973
490,600766.SH,园城黄金,3,20181016,6.21,6.48,6.21,6.48,5.89,0.59,10.017000000000001,76094,48752.879,黄金,-1.22,-19.99999999999997
491,600766.SH,园城黄金,4,20181017,6.68,7.13,6.48,7.13,6.48,0.65,10.0309,430306,297161.925,黄金,-6.54,-26.53999999999997
492,002451.SZ,摩恩电气,4,20181024,7.51,7.74,7.51,7.74,7.04,0.7,9.9432,176637,135455.092,电气设备,,
493,000750.SZ,国海证券,4,20181025,3.85,4.26,3.81,4.26,3.87,0.39,10.0775,3892100,1547619.625,证券,-1.77,-28.30999999999997
494,000622.SZ,恒立实业,3,20181026,4.15,4.15,4.15,4.15,3.77,0.38,10.0796,16175,6712.67,汽车配件,61.55,33.24000000000002
495,000622.SZ,恒立实业,4,20181029,4.3,4.57,4.25,4.57,4.15,0.42,10.1205,516688,231825.17,汽车配件,51.55,84.79000000000002
496,000622.SZ,恒立实业,5,20181030,4.58,5.03,4.46,5.03,4.57,0.46,10.0656,315815,151332.26,汽车配件,,
497,300279.SZ,和晶科技,4,20181101,5.68,6.39,5.44,6.39,5.81,0.58,9.9828,272903,165609.937,元器件,,
498,000622.SZ,恒立实业,6,20181105,5.53,5.53,5.53,5.53,5.03,0.5,9.9404,27776,15360.675,汽车配件,,
499,000622.SZ,恒立实业,7,20181106,6.08,6.08,6.08,6.08,5.53,0.55,9.9458,161595,98249.76,汽车配件,7.03,91.82000000000002
500,000622.SZ,恒立实业,8,20181107,6.45,6.69,6.33,6.69,6.08,0.61,10.0329,388073,255523.605,汽车配件,6.97,98.79000000000002
501,000622.SZ,恒立实业,9,20181108,7.25,7.36,6.98,7.36,6.69,0.67,10.0149,658446,479986.652,汽车配件,31.8,130.59000000000003
502,600128.SH,弘业股份,6,20181109,9.79,9.79,9.6,9.79,8.9,0.89,10.0,277810,271784.351,商贸代理,,
503,600128.SH,弘业股份,7,20181112,10.77,10.77,10.52,10.77,9.79,0.98,10.0102,149012,160348.186,商贸代理,,
504,600128.SH,弘业股份,8,20181113,11.85,11.85,11.85,11.85,10.77,1.08,10.0279,30955,36681.971,商贸代理,,
505,600604.SH,市北高新,9,20181115,8.33,8.33,8.33,8.33,7.57,0.76,10.0396,142574,118764.509,园区开发,,
506,600604.SH,市北高新,10,20181116,9.16,9.16,9.16,9.16,8.33,0.83,9.964,509596,466790.33,园区开发,,
507,600604.SH,市北高新,11,20181119,10.08,10.08,10.08,10.08,9.16,0.92,10.0437,154059,155292.34900000002,园区开发,-0.21,130.38000000000002
508,600604.SH,市北高新,12,20181120,10.53,11.09,10.37,11.09,10.08,1.01,10.0198,3445582,3759333.255,园区开发,-4.47,125.91000000000003
509,002451.SZ,摩恩电气,3,20181121,9.99,10.78,9.87,10.78,9.8,0.98,10.0,715674,748546.1170000001,电气设备,-30.37,95.54000000000002
510,600538.SH,国发股份,3,20181126,5.45,5.56,5.21,5.56,5.05,0.51,10.099,371902,205452.27800000002,医药商业,,
511,002288.SZ,超华科技,5,20181130,4.82,5.16,4.55,5.16,4.69,0.47,10.0213,1712944,839262.8709999999,元器件,2.05,97.59000000000002
512,002288.SZ,超华科技,6,20181203,5.5,5.68,5.42,5.68,5.16,0.52,10.0775,625873,349913.341,元器件,-13.22,84.37000000000002
513,002288.SZ,超华科技,7,20181204,5.9,6.25,5.68,6.25,5.68,0.57,10.0352,2070239,1260940.33,元器件,-8.96,75.41000000000003
514,300210.SZ,森远股份,5,20181206,6.26,6.29,6.01,6.29,5.72,0.57,9.965,496163,309477.875,专用机械,-21.83,53.58000000000003
515,300175.SZ,朗源股份,3,20181207,5.15,5.35,5.15,5.35,4.86,0.49,10.0823,406023,215761.238,食品,1.73,55.310000000000024
516,300746.SZ,汉嘉设计,2,20181213,18.99,20.15,18.18,20.15,18.32,1.83,9.9891,118198,227683.12300000002,建筑工程,13.64,68.95000000000002
517,300746.SZ,汉嘉设计,3,20181214,20.97,22.17,20.6,22.17,20.15,2.02,10.0248,288370,624257.598,建筑工程,-0.96,67.99000000000002
518,300746.SZ,汉嘉设计,4,20181217,24.0,24.39,23.35,24.39,22.17,2.22,10.0135,189059,456964.953,建筑工程,-21.3,46.690000000000026
519,000068.SZ,华控赛格,3,20181218,4.42,4.69,4.27,4.69,4.26,0.43,10.0939,884599,399520.782,环境保护,-3.97,42.72000000000003
520,002927.SZ,泰永长征,3,20181220,28.84,31.11,27.36,31.11,28.28,2.83,10.0071,119103,355338.92299999995,电气设备,31.9,74.62000000000003
521,002927.SZ,泰永长征,4,20181221,32.99,34.22,32.0,34.22,31.11,3.11,9.9968,150452,503114.82,电气设备,17.71,92.33000000000004
522,002927.SZ,泰永长征,5,20181224,36.9,37.64,36.58,37.64,34.22,3.42,9.9942,81650,305290.228,电气设备,28.38,120.71000000000004
523,002927.SZ,泰永长征,6,20181225,33.88,41.4,33.88,41.4,37.64,3.76,9.9894,156657,570330.05,电气设备,,
524,000586.SZ,汇源通信,3,20181226,10.05,10.14,9.42,10.14,9.22,0.92,9.9783,334023,333691.515,通信设备,4.89,125.60000000000004
525,000586.SZ,汇源通信,4,20181227,10.1,11.15,9.51,11.15,10.14,1.01,9.9606,328837,341011.888,通信设备,2.67,128.27000000000004
526,601700.SH,风范股份,3,20181228,3.6,3.82,3.37,3.82,3.47,0.35,10.0865,537273,192798.292,电气设备,0.99,129.26000000000005
527,601700.SH,风范股份,4,20190102,4.05,4.2,4.02,4.2,3.82,0.38,9.9476,619588,258384.02,电气设备,7.41,136.67000000000004
528,601700.SH,风范股份,5,20190103,4.3,4.62,4.11,4.62,4.2,0.42,10.0,916494,408022.902,电气设备,29.0,165.67000000000004
529,601700.SH,风范股份,6,20190104,4.85,5.08,4.7,5.08,4.62,0.46,9.9567,758637,377392.66799999995,电气设备,,
530,601700.SH,风范股份,7,20190107,5.59,5.59,5.59,5.59,5.08,0.51,10.0394,60720,33942.497,电气设备,,
531,601700.SH,风范股份,8,20190108,6.15,6.15,6.05,6.15,5.59,0.56,10.0179,598674,368027.969,电气设备,6.11,171.78000000000006
532,601700.SH,风范股份,9,20190109,6.55,6.77,6.3,6.77,6.15,0.62,10.0813,959990,632010.081,电气设备,-0.84,170.94000000000005
533,601700.SH,风范股份,10,20190110,7.0,7.45,6.91,7.45,6.77,0.68,10.0443,1690671,1226841.1670000001,电气设备,-5.27,165.67000000000004
534,002941.SZ,新疆交建,6,20190111,40.57,40.57,39.3,40.57,36.88,3.69,10.0054,94231,381159.659,建筑工程,,
535,603220.SH,中贝通信,4,20190114,30.83,30.83,26.88,30.83,28.03,2.8,9.9893,560912,1672394.135,通信设备,1.09,166.76000000000005
536,000410.SZ,*ST沈机,3,20190116,8.48,8.48,8.48,8.48,7.71,0.77,9.987,43081,36532.696,机床制造,-7.06,159.70000000000005
537,002158.SZ,汉钟精机,3,20190117,9.0,10.2,8.78,10.2,9.27,0.93,10.0324,755920,730309.853,工程机械,-8.36,151.34000000000003
538,002170.SZ,芭田股份,5,20190124,4.95,4.95,4.86,4.95,4.5,0.45,10.0,366960,181388.29100000003,农药化肥,-36.85,114.49000000000004
539,600218.SH,全柴动力,5,20190125,8.79,9.71,8.52,9.71,8.83,0.88,9.966000000000001,792421,734828.2790000001,农用机械,-13.49,101.00000000000004
540,600386.SH,北巴传媒,3,20190129,4.17,4.66,4.16,4.66,4.24,0.42,9.9057,565618,258164.14800000002,汽车服务,-17.88,83.12000000000005
541,000862.SZ,银星能源,2,20190131,3.3,3.6,3.27,3.6,3.27,0.33,10.0917,396399,139361.809,新型电力,,
542,000862.SZ,银星能源,3,20190201,3.96,3.96,3.91,3.96,3.6,0.36,10.0,575313,227819.22,新型电力,,
543,000862.SZ,银星能源,4,20190211,4.33,4.36,4.22,4.36,3.96,0.4,10.101,490497,212781.009,新型电力,,
544,000862.SZ,银星能源,5,20190212,4.8,4.8,4.8,4.8,4.36,0.44,10.0917,48571,23314.185,新型电力,34.19,117.31000000000004
545,000862.SZ,银星能源,6,20190213,5.0,5.28,4.95,5.28,4.8,0.48,10.0,1133788,587599.424,新型电力,,
546,000862.SZ,银星能源,7,20190214,5.81,5.81,5.81,5.81,5.28,0.53,10.0379,132951,77245.00099999999,新型电力,6.6,123.91000000000004
547,000862.SZ,银星能源,8,20190215,6.27,6.39,6.21,6.39,5.81,0.58,9.9828,579361,367956.56,新型电力,,
548,000862.SZ,银星能源,9,20190218,7.02,7.03,6.2,7.03,6.39,0.64,10.0156,2242561,1494861.1609999998,新型电力,7.61,131.52000000000004
549,000023.SZ,深天地A,4,20190220,17.93,18.15,16.89,18.15,16.5,1.65,10.0,253330,446951.63,其他建材,-9.51,122.01000000000003
550,600776.SH,东方通信,5,20190222,29.11,30.64,29.1,30.64,27.85,2.79,10.017999999999999,968027,2902124.729,通信设备,,
551,600776.SH,东方通信,6,20190225,33.7,33.7,33.1,33.7,30.64,3.06,9.9869,205344,691129.3459999999,通信设备,,
552,603000.SH,人民网,5,20190226,17.42,17.42,17.42,17.42,15.84,1.58,9.9747,43405,75612.782,互联网,,
553,601519.SH,大智慧,6,20190228,7.84,7.84,7.39,7.84,7.13,0.71,9.9579,3101366,2410146.239,软件服务,45.42,167.43000000000004
554,002750.SZ,龙津药业,7,20190308,14.11,14.11,14.11,14.11,12.83,1.28,9.9766,43797,61798.653,中成药,,
555,002750.SZ,龙津药业,8,20190311,15.52,15.52,14.95,15.52,14.11,1.41,9.9929,504473,777870.55,中成药,7.38,174.81000000000003
556,002175.SZ,ST东网,8,20190312,7.37,7.72,7.0,7.72,7.02,0.7,9.9715,1306197,989259.928,电器仪表,-14.46,160.35000000000002
557,002175.SZ,ST东网,9,20190313,8.0,8.49,7.76,8.49,7.72,0.77,9.9741,2201459,1828593.38,电器仪表,-10.33,150.02
558,600624.SH,复旦复华,6,20190318,11.25,12.09,10.75,12.09,10.99,1.1,10.0091,2451021,2846833.692,化学制药,34.14,184.16000000000003
559,600624.SH,复旦复华,7,20190319,11.25,13.3,11.15,13.3,12.09,1.21,10.0083,1790751,2228732.045,化学制药,7.25,191.41000000000003
560,600624.SH,复旦复华,8,20190320,14.02,14.63,13.7,14.63,13.3,1.33,10.0,1665495,2403225.11,化学制药,-8.65,182.76000000000002
561,000159.SZ,国际实业,6,20190321,9.68,9.68,9.68,9.68,8.8,0.88,10.0,45878,44410.252,石油贸易,,
562,000159.SZ,国际实业,7,20190322,10.64,10.65,10.44,10.65,9.68,0.97,10.0207,982245,1045544.74,石油贸易,-8.55,174.21
563,000610.SZ,西安旅游,5,20190326,13.4,14.81,12.11,14.81,13.46,1.35,10.0297,1026579,1392848.513,旅游服务,14.48,188.69
564,000610.SZ,西安旅游,6,20190327,14.04,16.29,14.04,16.29,14.81,1.48,9.9932,976734,1485189.7659999998,旅游服务,-19.56,169.13
565,600278.SH,东方创业,5,20190328,18.75,18.77,17.83,18.77,17.06,1.71,10.0234,557724,1028056.916,商贸代理,-10.46,158.67
566,600146.SH,*ST环球,4,20190329,12.8,13.65,11.6,13.65,12.41,1.24,9.9919,722485,945107.422,服饰,,
567,600146.SH,*ST环球,5,20190401,15.02,15.02,14.9,15.02,13.65,1.37,10.0366,217788,327087.542,服饰,,
568,600146.SH,*ST环球,6,20190402,16.52,16.52,16.01,16.52,15.02,1.5,9.9867,366730,605356.853,服饰,-9.31,149.35999999999999
569,300099.SZ,精准信息,7,20190408,10.75,10.75,10.75,10.75,9.77,0.98,10.0307,141137,151723.038,电器仪表,-2.53,146.82999999999998
570,300099.SZ,精准信息,8,20190409,11.41,11.83,11.41,11.83,10.75,1.08,10.0465,1455246,1686604.371,电器仪表,-10.64,136.19
571,300194.SZ,福安药业,8,20190410,7.32,8.03,7.2,8.03,7.3,0.73,10.0,940631,739223.348,化学制药,-9.14,127.05
572,000958.SZ,东方能源,6,20190415,8.68,8.68,8.68,8.68,7.89,0.79,10.0127,31329,27193.728,火力发电,,
573,600081.SH,东风科技,5,20190416,14.33,16.72,13.68,16.72,15.2,1.52,10.0,480404,708988.4190000001,汽车配件,8.11,135.16
574,600081.SH,东风科技,6,20190417,17.09,18.39,17.09,18.39,16.72,1.67,9.988,523650,932826.442,汽车配件,-8.44,126.72
